flags,intent,utterance,category,input_ids,attention_mask,labels
BI,set_up_shipping_address,what do I have to do to set a new shipping address up?,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 2275, 1037, 2047, 7829, 4769, 2039, 1029, 102]"
BIP,delivery_period,would it be possible to check when will my item arrive?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2052, 2009, 2022, 2825, 2000, 4638, 2043, 2097, 2026, 8875, 7180, 1029, 102]"
BL,check_payment_methods,show me the payment options,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2265, 2033, 1996, 7909, 7047, 102]"
B,get_refund,I need help to get my money back,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2000, 2131, 2026, 2769, 2067, 102]"
B,check_refund_policy,show me your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2265, 2033, 2115, 25416, 8630, 3343, 102]"
B,payment_issue,I want assistance to report an issue with payment,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 3189, 2019, 3277, 2007, 7909, 102]"
B,track_order,help me checking my order ETA,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2033, 9361, 2026, 2344, 27859, 102]"
BI,check_payment_methods,can you show me what payment methods are available?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2265, 2033, 2054, 7909, 4725, 2024, 2800, 1029, 102]"
B,check_cancellation_fee,I want help checking the cancellation fee,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 9361, 1996, 16990, 7408, 102]"
BIP,check_invoice,could I check the invoice from my last purchase?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 1045, 4638, 1996, 1999, 6767, 6610, 2013, 2026, 2197, 5309, 1029, 102]"
BEP,place_order,I do not know how I could make an order,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2071, 2191, 2019, 2344, 102]"
B,delete_account,I want help deleting an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 3972, 20624, 3070, 2019, 4070, 102]"
B,change_shipping_address,I need assistance with a shipping address change,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2007, 1037, 7829, 4769, 2689, 102]"
B,track_refund,I want assistance checking the status of the refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 9361, 1996, 3570, 1997, 1996, 25416, 8630, 102]"
B,delivery_options,I want assistance checking the options for delivery,DELIVERY,"[101, 6959, 1035, 7047, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 9361, 1996, 7047, 2005, 6959, 102]"
B,complaint,help me file a complaint,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 2393, 2033, 5371, 1037, 12087, 102]"
BIL,complaint,how do I file a customer complaint against your business?,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 2129, 2079, 1045, 5371, 1037, 8013, 12087, 2114, 2115, 2449, 1029, 102]"
B,registration_problems,I want help regarding my registration,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 4953, 2026, 8819, 102]"
B,check_refund_policy,I don't know what to do to check your money back policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 2000, 2079, 2000, 4638, 2115, 2769, 2067, 3343, 102]"
BELQ,contact_human_agent,i do not know how to talk with somebody,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 2000, 2831, 2007, 8307, 102]"
BIMP,cancel_order,would you give me information about canceling orders?,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2052, 2017, 2507, 2033, 2592, 2055, 17542, 2075, 4449, 1029, 102]"
BI,track_refund,where do I track the refund?,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 2650, 1996, 25416, 8630, 1029, 102]"
BIP,edit_account,could you help me to edit the information on my account?,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 2000, 10086, 1996, 2592, 2006, 2026, 4070, 1029, 102]"
BKM,check_invoice,checking invoices from three months ago,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 9361, 1999, 6767, 23522, 2013, 2093, 2706, 3283, 102]"
B,track_order,I want help to check my order ETA,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 2000, 4638, 2026, 2344, 27859, 102]"
BK,review,leaving review for your services,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2975, 3319, 2005, 2115, 2578, 102]"
BM,change_order,add some items to an order,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 5587, 2070, 5167, 2000, 2019, 2344, 102]"
B,complaint,I want assistance to file a complaint,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 1045, 2215, 5375, 2000, 5371, 1037, 12087, 102]"
BIL,check_payment_methods,where do I see what payment options are accepted?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 2156, 2054, 7909, 7047, 2024, 3970, 1029, 102]"
B,change_shipping_address,assistance changing my shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 5375, 5278, 2026, 7829, 4769, 102]"
BIP,delivery_period,could you show me when will my item arrive?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2265, 2033, 2043, 2097, 2026, 8875, 7180, 1029, 102]"
BK,track_refund,check status of refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 4638, 3570, 1997, 25416, 8630, 102]"
BL,create_account,I need assistance creating a different account for my mum,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 4526, 1037, 2367, 4070, 2005, 2026, 12954, 102]"
BL,contact_customer_service,I want to see at what time I can reach customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2000, 2156, 2012, 2054, 2051, 1045, 2064, 3362, 8013, 2326, 102]"
BLM,change_shipping_address,there are troubles updating the address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2045, 2024, 13460, 2039, 16616, 1996, 4769, 102]"
BP,delete_account,I don't know how I could delete an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2071, 3972, 12870, 2019, 4070, 102]"
BEM,get_invoice,I do not know how to get the invoices from six months ago,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 2000, 2131, 1996, 1999, 6767, 23522, 2013, 2416, 2706, 3283, 102]"
BI,check_invoice,where to check the invoice from my last purchase?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2000, 4638, 1996, 1999, 6767, 6610, 2013, 2026, 2197, 5309, 1029, 102]"
BIM,delivery_options,how to check what delivery options I can choose?,DELIVERY,"[101, 6959, 1035, 7047, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2000, 4638, 2054, 6959, 7047, 1045, 2064, 5454, 1029, 102]"
BI,set_up_shipping_address,where do I set a new shipping address up?,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 2275, 1037, 2047, 7829, 4769, 2039, 1029, 102]"
BM,get_invoice,I need to get the invoices from June,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2000, 2131, 1996, 1999, 6767, 23522, 2013, 2238, 102]"
B,track_order,I can't track my order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2064, 1005, 1056, 2650, 2026, 2344, 102]"
BLQW,registration_problems,i have a question about the damn account sign-up,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 1037, 3160, 2055, 1996, 4365, 4070, 3696, 1011, 2039, 102]"
BE,track_refund,I cannot check if there is anything new on my refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 3685, 4638, 2065, 2045, 2003, 2505, 2047, 2006, 2026, 25416, 8630, 102]"
BLM,check_cancellation_fee,I don't know what I have to do to see the cancellation fees,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 1045, 2031, 2000, 2079, 2000, 2156, 1996, 16990, 9883, 102]"
B,track_order,I try to check the status of my order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 3046, 2000, 4638, 1996, 3570, 1997, 2026, 2344, 102]"
B,change_shipping_address,information about changing my shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2592, 2055, 5278, 2026, 7829, 4769, 102]"
B,track_order,I have to track the last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 2650, 1996, 2197, 2344, 102]"
BLQW,complaint,i need assistance to make a bloody customer claim,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 1045, 2342, 5375, 2000, 2191, 1037, 6703, 8013, 4366, 102]"
BL,complaint,assistance lodging a consumer complaint,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 5375, 26859, 1037, 7325, 12087, 102]"
B,complaint,I need help to file a complaint against your business,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 1045, 2342, 2393, 2000, 5371, 1037, 12087, 2114, 2115, 2449, 102]"
BIP,payment_issue,could you help me solving a payment issue?,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 13729, 1037, 7909, 3277, 1029, 102]"
B,get_refund,I am trying to get my money back,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 2131, 2026, 2769, 2067, 102]"
BL,delete_account,give me information about the cancellation of an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2507, 2033, 2592, 2055, 1996, 16990, 1997, 2019, 4070, 102]"
B,switch_account,I want help switching to another account,ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 11991, 2000, 2178, 4070, 102]"
B,check_invoice,I have to take a quick look at the invoice from last month,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 2202, 1037, 4248, 2298, 2012, 1996, 1999, 6767, 6610, 2013, 2197, 3204, 102]"
BM,check_invoice,assistance checking the invoices,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 5375, 9361, 1996, 1999, 6767, 23522, 102]"
B,check_refund_policy,help me check how long refunds take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 4638, 2129, 2146, 25416, 26698, 2202, 102]"
B,check_refund_policy,I need assistance checking your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 9361, 2115, 25416, 8630, 3343, 102]"
B,get_refund,I have got to get a refund of money,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 2131, 1037, 25416, 8630, 1997, 2769, 102]"
B,get_refund,I try to get a refund of money,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 3046, 2000, 2131, 1037, 25416, 8630, 1997, 2769, 102]"
BEMP,get_invoice,I do not know how I could get my invoices,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2071, 2131, 2026, 1999, 6767, 23522, 102]"
BK,review,review for your company,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 3319, 2005, 2115, 2194, 102]"
B,change_order,I am trying to change an order I made,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 2689, 2019, 2344, 1045, 2081, 102]"
BILQ,complaint,can ya help me lodge a complaint against ur business,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 2064, 8038, 2393, 2033, 7410, 1037, 12087, 2114, 24471, 2449, 102]"
BIM,get_invoice,where can I get the invoices from last month?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2064, 1045, 2131, 1996, 1999, 6767, 23522, 2013, 2197, 3204, 1029, 102]"
B,track_order,I need assistance to track my order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 2650, 2026, 2344, 102]"
BI,get_invoice,where to get the invoice from September?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2000, 2131, 1996, 1999, 6767, 6610, 2013, 2244, 1029, 102]"
BM,recover_password,problems with forgotten passwords,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 3471, 2007, 6404, 20786, 2015, 102]"
BIP,cancel_order,how could I cancel an order?,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2071, 1045, 17542, 2019, 2344, 1029, 102]"
B,delivery_period,I want to check when my delivery is going to arrive,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2000, 4638, 2043, 2026, 6959, 2003, 2183, 2000, 7180, 102]"
BIP,check_refund_policy,could I check in what cases can I ask for a refund?,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2071, 1045, 4638, 1999, 2054, 3572, 2064, 1045, 3198, 2005, 1037, 25416, 8630, 1029, 102]"
B,place_order,I don't know how I can make a purchase,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2064, 2191, 1037, 5309, 102]"
BI,create_account,what do I have to do to create an account?,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 3443, 2019, 4070, 1029, 102]"
BLQ,create_account,i want assistance to create a basic account,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 3443, 1037, 3937, 4070, 102]"
BM,delete_account,problems with user account deletions,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 3471, 2007, 5310, 4070, 3972, 20624, 5644, 102]"
BIL,newsletter_subscription,how to see the status of my company newsletter subscription?,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2000, 2156, 1996, 3570, 1997, 2026, 2194, 17178, 15002, 1029, 102]"
BIM,payment_issue,how do I report payment issues?,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2079, 1045, 3189, 7909, 3314, 1029, 102]"
BILM,check_cancellation_fee,can you help me checking the termination penalties?,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 9361, 1996, 18287, 12408, 1029, 102]"
BP,change_shipping_address,I would like to know more about changing my shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 2113, 2062, 2055, 5278, 2026, 7829, 4769, 102]"
BLQ,newsletter_subscription,wanna receive the company newsletter,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 10587, 4374, 1996, 2194, 17178, 102]"
BI,review,can you help me leave a review for a service?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2681, 1037, 3319, 2005, 1037, 2326, 1029, 102]"
BILMQ,check_cancellation_fee,is it possible to check the termination fees,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2003, 2009, 2825, 2000, 4638, 1996, 18287, 9883, 102]"
BILQ,contact_customer_service,how can i speak to customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 3713, 2000, 8013, 2326, 102]"
BLMQ,change_shipping_address,i have issues trying to correct my shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 3314, 2667, 2000, 6149, 2026, 7829, 4769, 102]"
BIP,set_up_shipping_address,could you help me setting a new shipping address up?,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 4292, 1037, 2047, 7829, 4769, 2039, 1029, 102]"
B,change_shipping_address,I chose a wrong shipping address by mistake,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 4900, 1037, 3308, 7829, 4769, 2011, 6707, 102]"
BI,delivery_period,when is my item going to arrive?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2043, 2003, 2026, 8875, 2183, 2000, 7180, 1029, 102]"
BP,cancel_order,I would like information about canceling an order,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2592, 2055, 17542, 2075, 2019, 2344, 102]"
B,track_refund,I need to check the status of my refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2000, 4638, 1996, 3570, 1997, 2026, 25416, 8630, 102]"
BIP,set_up_shipping_address,could you help me setting up another shipping address?,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 4292, 2039, 2178, 7829, 4769, 1029, 102]"
BIP,delete_account,could I delete an account?,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2071, 1045, 3972, 12870, 2019, 4070, 1029, 102]"
B,create_account,I don't know how to register,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 2000, 4236, 102]"
BE,review,I do not know how to leave a review for your services,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 2000, 2681, 1037, 3319, 2005, 2115, 2578, 102]"
BIL,contact_human_agent,what do I need to do to speak with an operator?,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2342, 2000, 2079, 2000, 3713, 2007, 2019, 6872, 1029, 102]"
BK,set_up_shipping_address,set up new shipping address,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2275, 2039, 2047, 7829, 4769, 102]"
BI,check_refund_policy,can you show me in what cases can I ask for a refund?,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2265, 2033, 1999, 2054, 3572, 2064, 1045, 3198, 2005, 1037, 25416, 8630, 1029, 102]"
BI,registration_problems,what do I have to do to report a registration issue?,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 3189, 1037, 8819, 3277, 1029, 102]"
BLW,create_account,assistance creating a bloody new account,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 5375, 4526, 1037, 6703, 2047, 4070, 102]"
BK,change_shipping_address,change shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2689, 7829, 4769, 102]"
BM,track_refund,help me to check if there is any updates on my refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 2000, 4638, 2065, 2045, 2003, 2151, 14409, 2006, 2026, 25416, 8630, 102]"
BM,get_refund,I need help to get refunds,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2000, 2131, 25416, 26698, 102]"
B,get_invoice,I want help to get the invoice from June,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 2000, 2131, 1996, 1999, 6767, 6610, 2013, 2238, 102]"
BIP,review,could I submit some feedback?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2071, 1045, 12040, 2070, 12247, 1029, 102]"
BIL,create_account,what do I need to do to open a new account?,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2342, 2000, 2079, 2000, 2330, 1037, 2047, 4070, 1029, 102]"
BCIL,newsletter_subscription,"I need to subscribe to your newsletter, can you help me?",NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 2000, 4942, 29234, 2000, 2115, 17178, 1010, 2064, 2017, 2393, 2033, 1029, 102]"
B,check_refund_policy,checking your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 9361, 2115, 25416, 8630, 3343, 102]"
BLQ,contact_customer_service,want help seeing what hours I can reach customer assistance,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2215, 2393, 3773, 2054, 2847, 1045, 2064, 3362, 8013, 5375, 102]"
BIMP,recover_password,could you give me information about forgotten passwords?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2507, 2033, 2592, 2055, 6404, 20786, 2015, 1029, 102]"
