flags,utterance,category,intent
BIP,could you help me to change the order I have made?,ORDER,change_order
BM,I don't know what I need to do to buy several items,ORDER,place_order
BI,can you help me recovering my password?,ACCOUNT,recover_password
B,help me checking how long the delivery takes,DELIVERY,delivery_period
BLQ,i dont know what i have to do to speak to somebody,CONTACT,contact_human_agent
BIM,how can I find information about cancelling orders?,ORDER,cancel_order
BCIL,"I need to unsubscribe from your newsletter, how do I do it?",NEWSLETTER,newsletter_subscription
BLQ,i want assistance with our account sign-up,ACCOUNT,registration_problems
BI,what do I need to do to edit my personal information?,ACCOUNT,edit_account
BI,how do I file a complaint against your business?,FEEDBACK,complaint
B,I need help trying to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BLQ,need to lodge a customer claim against ur company,FEEDBACK,complaint
BIM,how can I buy several items?,ORDER,place_order
BILQZ,where to lodge acustomer complaint against ur business,FEEDBACK,complaint
BE,I do not know how I can check how soon can I expect the item,DELIVERY,delivery_period
BM,I need help to buy several of your item,ORDER,place_order
B,I don't know what to do to track the last order,ORDER,track_order
BLQ,I'm trying to subscribe to the newsletter,NEWSLETTER,newsletter_subscription
BP,I would like to get the invoice from December,INVOICE,get_invoice
B,help me to delete an account,ACCOUNT,delete_account
BI,can you give me information about delivery period?,DELIVERY,delivery_period
BIM,what do I need to do to report registration issues?,ACCOUNT,registration_problems
BI,where can I check what hours I can contact customer service?,CONTACT,contact_customer_service
BIM,can you help me finding the invoices from July?,INVOICE,check_invoice
B,I want assistance checking how long refunds take,REFUND,check_refund_policy
BILM,where can I inform of registration problems?,ACCOUNT,registration_problems
BILMQ,what do i need to do to correct some of my personal details,ACCOUNT,edit_account
BIMP,could you help me to get refunds?,REFUND,get_refund
B,assistance with a shipping address change,SHIPPING_ADDRESS,change_shipping_address
B,help to change the order I made,ORDER,change_order
BM,help solving issues with payments,PAYMENT,payment_issue
BIMP,could you help me get the invoices?,INVOICE,get_invoice
BL,support with registration,ACCOUNT,registration_problems
B,assistance to switch user,ACCOUNT,switch_account
BK,checking invoice,INVOICE,check_invoice
BIM,is it possible to buy several of your item?,ORDER,place_order
BMP,I would like to get the invoices from last month,INVOICE,get_invoice
BEM,I do not know what I need to do to buy some of your item,ORDER,place_order
BELZ,I donot know how I can unsubscribe from your newsletter,NEWSLETTER,newsletter_subscription
BL,I try to recover my account access key,ACCOUNT,recover_password
B,forgotten password,ACCOUNT,recover_password
BP,I would like to check what payment methods you accept,PAYMENT,check_payment_methods
BELQ,i do not know what to do to switch to my new user account,ACCOUNT,switch_account
BI,can you help me creating an account?,ACCOUNT,create_account
BIM,can you help me getting refunds of money?,REFUND,get_refund
BL,I have an error with my online signup,ACCOUNT,registration_problems
BLQ,want assistance to check the cancellation charge,CANCELLATION_FEE,check_cancellation_fee
BLQ,need to get in touch with customer service,CONTACT,contact_customer_service
B,help to check in what cases can I ask for my money back,REFUND,check_refund_policy
BIL,what do I need to do to use a new account?,ACCOUNT,switch_account
BIL,where do I unsubscribe to the newsletter?,NEWSLETTER,newsletter_subscription
B,help checking when my delivery is going to arrive,DELIVERY,delivery_period
B,I don't know what to do to delete an account,ACCOUNT,delete_account
BK,leave review for a service,FEEDBACK,review
BIL,how do I check what hours I can call customer assistance?,CONTACT,contact_customer_service
BM,problems with a user account deletion,ACCOUNT,delete_account
BLQ,i need help checking what payment methods are allowed,PAYMENT,check_payment_methods
BE,I do not know what I have to do to make an order,ORDER,place_order
BKM,report issues with payments,PAYMENT,payment_issue
BEM,I cannot remove several items,ORDER,change_order
BI,where can I check how long the delivery takes?,DELIVERY,delivery_period
B,I don't want the order I have made,ORDER,cancel_order
BI,is there a section to submit a review for your services?,FEEDBACK,review
BIM,are there cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BL,I have a problem with the removal of a secondary account,ACCOUNT,delete_account
BK,deleting account,ACCOUNT,delete_account
B,assistance to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIP,could you help me to cancel my last order?,ORDER,cancel_order
BM,find information about forgotten passwords,ACCOUNT,recover_password
BI,how can I find my invoice?,INVOICE,check_invoice
BE,I do not know how I can cancel an order I have made,ORDER,cancel_order
B,help me check the delivery options,DELIVERY,delivery_options
BMP,I would like to get the invoices from my last purchase,INVOICE,get_invoice
BL,help calling customer service,CONTACT,contact_customer_service
B,help leaving a review for your services,FEEDBACK,review
B,tell me more about the options for delivery,DELIVERY,delivery_options
B,I don't know how I can change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BI,can you help me to check how soon can I expect the delivery?,DELIVERY,delivery_period
BM,I want assistance finding the invoices from 7 months ago,INVOICE,check_invoice
B,I have to check at what time customer service available is,CONTACT,contact_customer_service
B,I want assistance to get a refund,REFUND,get_refund
B,I need help canceling my order,ORDER,cancel_order
B,help with canceling the order I made,ORDER,cancel_order
BIP,could I talk to an agent?,CONTACT,contact_human_agent
BL,I try to close the online account,ACCOUNT,delete_account
BL,help me modifying my personal information,ACCOUNT,edit_account
B,checking order ETA,ORDER,track_order
B,assistance to check how soon can I expect the item,DELIVERY,delivery_period
BI,can you help me to edit my account?,ACCOUNT,edit_account
BI,can you help me to delete the account?,ACCOUNT,delete_account
B,I want to get the invoice from last month,INVOICE,get_invoice
B,help to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription
BILMQ,can uhelp me see the early termination charges,CANCELLATION_FEE,check_cancellation_fee
BI,how do I edit my personal information?,ACCOUNT,edit_account
BI,can you help me to check the status of my refund?,REFUND,track_refund
BILQZ,where can i lodge an complaint against ur business,FEEDBACK,complaint
B,I don't know how to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,my new shipping address isn't valid,SHIPPING_ADDRESS,set_up_shipping_address
BIP,could you help me to submit some feedback for your company?,FEEDBACK,review
BLQZ,i have to crete another standard account,ACCOUNT,create_account
BL,I want to remove a premium account,ACCOUNT,delete_account
BL,help me to see what payment methods are allowed,PAYMENT,check_payment_methods
BKL,make complaint,FEEDBACK,complaint
BI,can you help me to get a refund of money?,REFUND,get_refund
BIMP,how could I get information about order changes?,ORDER,change_order
BI,how can I find information about the delivery period?,DELIVERY,delivery_period
BI,where can I track the last order?,ORDER,track_order
BIM,how to get refunds of money?,REFUND,get_refund
BL,I don't know what I have to do to speak with somebody,CONTACT,contact_human_agent
B,assistance to use another account,ACCOUNT,switch_account
BIM,how to buy some items?,ORDER,place_order
BCILQ,i have got to create a different user account how to do it,ACCOUNT,create_account
BI,can you help me get the invoice from last month?,INVOICE,get_invoice
BILQ,is it possible to see what payment methods are available,PAYMENT,check_payment_methods
BIMP,will you show me what options for delivery are available?,DELIVERY,delivery_options
BI,do you have a company newsletter?,NEWSLETTER,newsletter_subscription
BILQ,can ya help me use a different user profile,ACCOUNT,switch_account
BELMQ,i do not know what to do to notify of registration problems,ACCOUNT,registration_problems
BI,what do I have to do to recover my password?,ACCOUNT,recover_password
BILQZ,can ya tell me about the deletion of an user account,ACCOUNT,delete_account
BCILQZ,i havesubmitted a wrong delivery address how do i correct it,SHIPPING_ADDRESS,change_shipping_address
BILQW,how do i create a goddamn new account,ACCOUNT,create_account
BI,can you help me change my order?,ORDER,change_order
BLMZ,moidfying user details,ACCOUNT,edit_account
B,help me to check at what time I can contact customer service,CONTACT,contact_customer_service
BEP,I do not know how I could get the invoice from last month,INVOICE,get_invoice
BE,I do not know how to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BKM,issues changing shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need help canceling the last order,ORDER,cancel_order
BLM,I have problems updating the delivery address,SHIPPING_ADDRESS,change_shipping_address
B,help regarding registration,ACCOUNT,registration_problems
B,I want help checking the status of my order,ORDER,track_order
BILQZ,acn ya help me creating a new online account,ACCOUNT,create_account
BEP,I do not know how I could recover my password,ACCOUNT,recover_password
BI,can you help me to set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BI,when will I get a refund of money?,REFUND,get_refund
BIMP,will you give me information about order changes?,ORDER,change_order
BM,I need assistance changing several items of an order,ORDER,change_order
BLM,I have errors with our account registration,ACCOUNT,registration_problems
B,I need to check the delivery options,DELIVERY,delivery_options
B,I need assistance checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BI,in what cases can I ask to be refunded?,REFUND,check_refund_policy
BLQ,i dont know what i need to do to list ur payment options,PAYMENT,check_payment_methods
BI,how to add something to an order?,ORDER,change_order
BI,how to subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription
BI,where can I check what hours customer service available is?,CONTACT,contact_customer_service
BI,what payment methods do you accept?,PAYMENT,check_payment_methods
